Horario;Conta;Instrumento;Lado;Qtd Ordem;Qtd Execucao Atual;Qtd Exec Acumulada;Preco Executado;Notional Ordem;Notional Exec Atual;Notional Exec Acumulada;Entering Trader
20250629-21:24:16.201;ACC007;PETR4;Buy;133;18;93;325.81269921989156;43333.08899624558;5864.628585958048;30300.581027449916;MARIA
20250629-21:24:16.201;ACC009;MGLU3;Sell;517;493;92;179.6889181738768;92899.17069589431;88586.63665972126;16531.380471996665;JOSE
20250629-21:24:16.201;ACC004;VALE3;Sell;95;379;61;125.37011829141844;11910.161237684752;47515.27483244759;7647.577215776525;ANA
20250629-21:24:16.201;ACC004;RENT3;Sell;35;390;21;201.05414182254188;7036.8949637889655;78411.11531079133;4222.136978273379;MARIA
20250629-21:24:16.201;ACC004;BBDC4;Sell;443;745;413;264.58909823100544;117212.97051633541;197118.87818209906;109275.29756940524;JOSE
20250629-21:24:16.201;ACC002;ABEV3;Sell;59;36;16;90.79898659206684;5357.140208931944;3268.7635173144063;1452.7837854730694;CARLOS
20250629-21:24:16.201;ACC001;LREN3;Sell;587;518;81;235.68906738289857;138349.48255376145;122086.93690434146;19090.814458014785;CARLOS
20250629-21:24:16.201;ACC005;WEGE3;Sell;92;194;45;195.27073642212846;17964.90775083582;37882.52286589292;8787.18313899578;PAULO
20250629-21:24:16.201;ACC005;LREN3;Sell;196;172;137;221.12553220852237;43340.60431287038;38033.59153986585;30294.197912567564;CARLOS
20250629-21:24:16.201;ACC003;ITUB4;Sell;185;835;123;177.74047241701675;32881.9873971481;148413.29446820897;21862.07810729306;PAULO
20250629-21:24:16.201;ACC007;LREN3;Buy;589;548;7;155.13226611663308;91372.90474269688;85012.48183191492;1085.9258628164316;ANA
20250629-21:24:16.201;ACC004;PETR4;Sell;362;75;330;164.34640772751135;59493.39959735911;12325.980579563351;54234.31455007874;CARLOS
20250629-21:24:16.201;ACC004;RENT3;Sell;760;589;28;278.54661895145074;211695.43040310257;164063.9585624045;7799.305330640621;PAULO
20250629-21:24:16.201;ACC005;PETR4;Buy;164;618;23;177.04893562969025;29036.0254432692;109416.24221914857;4072.125519482876;MARIA
20250629-21:24:16.201;ACC001;ITUB4;Buy;33;731;25;132.71737308755593;4379.673311889345;97016.39972700339;3317.9343271888984;ANA
20250629-21:24:16.201;ACC010;ABEV3;Buy;42;334;35;281.51095584372035;11823.460145436255;94024.6592518026;9852.883454530212;ANA
20250629-21:24:16.201;ACC002;ABEV3;Buy;518;285;203;239.00728408072086;123805.77315381341;68117.07596300545;48518.478668386335;JOSE
20250629-21:24:16.202;ACC005;RENT3;Sell;284;243;57;237.7485297520774;67520.58244958997;57772.89272975481;13551.66619586841;PAULO
20250629-21:24:16.202;ACC009;PETR4;Buy;275;65;243;417.0527267863574;114689.4998662483;27108.427241113233;101343.81260908485;MARIA
20250629-21:24:16.202;ACC002;ITUB4;Buy;422;147;0;217.26628937341707;91686.374115582;31938.14453789231;0.0;CARLOS
20250629-21:24:16.202;ACC002;PETR4;Sell;269;621;153;252.53101384465353;67930.8427242118;156821.75959752983;38637.24511823199;CARLOS
20250629-21:24:16.202;ACC003;BBAS3;Buy;53;466;24;357.198429791109;18931.516778928777;166454.4682826568;8572.762314986616;ANA
20250629-21:24:16.202;ACC004;LREN3;Buy;361;293;317;208.71108625547046;75344.70213822483;61152.34827285285;66161.41434298414;ANA
20250629-21:24:16.202;ACC009;MGLU3;Buy;195;887;112;279.72042641253375;54545.48315044408;248112.01822791743;31328.68775820378;ANA
20250629-21:24:16.202;ACC005;ITUB4;Sell;220;151;173;295.526395741624;65015.807063157285;44624.485756985225;51126.06646330095;ANA
20250629-21:24:16.202;ACC001;BBAS3;Buy;104;5;94;413.678168853067;43022.52956071897;2068.390844265335;38885.7478721883;PAULO
20250629-21:24:16.202;ACC009;PETR4;Buy;196;303;141;250.3089674746683;49060.557625034984;75843.61714482449;35293.56441392823;MARIA
20250629-21:24:16.202;ACC008;WEGE3;Sell;317;179;71;360.00032096783616;114120.10174680407;64440.05745324267;25560.022788716367;PAULO
20250629-21:24:16.202;ACC009;BBDC4;Buy;153;28;69;265.66172205022883;40646.24347368501;7438.528217406407;18330.65882146579;ANA
20250629-21:24:16.202;ACC008;BBDC4;Sell;326;227;304;143.0165366738624;46623.39095567914;32464.753824966763;43477.02714885417;ANA
20250629-21:24:16.202;ACC006;ITUB4;Sell;520;503;390;347.2214025902608;180555.12934693563;174652.3655029012;135416.34701020172;ANA
20250629-21:24:16.202;ACC007;ITUB4;Sell;337;134;11;256.2980119707472;86372.43003414181;34343.93360408013;2819.2781316782193;JOSE
20250629-21:24:16.202;ACC003;VALE3;Sell;163;340;144;377.27733461147153;61496.20554166986;128274.29376790032;54327.9361840519;ANA
20250629-21:24:16.202;ACC003;BBAS3;Buy;417;77;315;244.06875719928541;101776.67175210202;18793.294304344978;76881.65851777491;ANA
20250629-21:24:16.202;ACC001;RENT3;Buy;477;110;148;139.36177934039432;66475.56874536809;15329.795727443376;20625.543342378358;JOSE
20250629-21:24:16.202;ACC002;BBDC4;Buy;307;170;88;172.60498452110133;52989.73024797811;29342.847368587227;15189.238637856917;MARIA
20250629-21:24:16.202;ACC004;ABEV3;Sell;8;60;6;194.01532896954075;1552.122631756326;11640.919738172444;1164.0919738172445;MARIA
20250629-21:24:16.202;ACC007;VALE3;Sell;33;0;4;285.3466130637377;9416.438231103344;0.0;1141.3864522549509;ANA
20250629-21:24:16.202;ACC009;WEGE3;Sell;13;132;5;296.9563687433698;3860.4327936638074;39198.24067412481;1484.781843716849;JOSE
20250629-21:24:16.202;ACC007;BBDC4;Sell;292;289;94;65.68923323359594;19181.256104210017;18984.188404509227;6174.787923958019;MARIA
20250629-21:24:16.202;ACC008;ABEV3;Sell;514;348;393;147.84637288217155;75993.03566143618;51450.5377629957;58103.62454269342;PAULO
20250629-21:24:16.202;ACC006;WEGE3;Sell;126;597;107;232.60619394292064;29308.380436808002;138865.89778392363;24888.86275189251;PAULO
20250629-21:24:16.202;ACC008;LREN3;Buy;611;537;377;455.7433444328676;278459.18344848213;244734.1759604499;171815.2408511911;PAULO
20250629-21:24:16.202;ACC006;PETR4;Sell;18;67;6;66.36990636825759;1194.6583146286366;4446.783726673259;398.2194382095455;JOSE
20250629-21:24:16.202;ACC007;BBDC4;Sell;62;142;58;206.1733558783447;12782.748064457372;29276.616534724948;11958.054640943992;ANA
20250629-21:24:16.202;ACC002;PETR4;Buy;93;173;49;289.6980096446797;26941.91489695521;50117.755668529586;14195.202472589306;PAULO
20250629-21:24:16.202;ACC006;VALE3;Sell;303;170;255;129.525923611699;39246.3548543448;22019.407013988828;33029.110520983246;PAULO
20250629-21:24:16.202;ACC006;ABEV3;Buy;43;353;6;403.64403522082705;17356.693514495564;142486.34443295194;2421.8642113249625;PAULO
20250629-21:24:16.202;ACC010;ITUB4;Buy;485;742;448;271.1913948748919;131527.82651432257;201224.01499716978;121493.74490395156;PAULO
20250629-21:24:16.202;ACC005;LREN3;Buy;674;529;437;237.48411205641935;160064.29152602665;125629.09527784583;103780.55696865526;ANA
20250629-21:24:16.202;ACC010;RENT3;Buy;413;126;388;385.5092796750223;159215.3325057842;48574.16923905281;149577.60051390866;ANA
20250629-21:24:16.202;ACC002;BBAS3;Sell;8;47;0;362.72017999418193;2901.7614399534555;17047.848459726552;0.0;MARIA
20250629-21:24:16.202;ACC004;RENT3;Buy;669;198;418;158.18412427526187;105825.17914015018;31320.456606501848;66120.96394705946;MARIA
20250629-21:24:16.202;ACC004;MGLU3;Buy;13;18;8;313.1268937975978;4070.6496193687713;5636.284088356761;2505.0151503807824;CARLOS
20250629-21:24:16.202;ACC007;BBDC4;Sell;343;25;98;270.3510244107338;92730.40137288171;6758.775610268346;26494.400392251915;PAULO
20250629-21:24:16.202;ACC004;WEGE3;Sell;418;457;55;340.51359519788286;142334.68279271503;155614.71300543248;18728.247735883557;PAULO
20250629-21:24:16.202;ACC001;BBAS3;Buy;68;81;18;306.9357517526013;20871.631119176887;24861.795891960704;5524.843531546823;MARIA
20250629-21:24:16.202;ACC002;ITUB4;Sell;399;234;259;404.5542843621904;161417.15946051397;94665.70254075255;104779.55964980731;JOSE
20250629-21:24:16.203;ACC009;PETR4;Buy;942;661;206;227.3548112567883;214168.2322038946;150281.53024073708;46835.09111889839;MARIA
20250629-21:24:16.203;ACC002;VALE3;Buy;307;131;266;159.65766182891818;49014.90218147788;20915.15369958828;42468.938046492236;MARIA
20250629-21:24:16.203;ACC003;ITUB4;Buy;509;516;350;337.938669410595;172010.78272999288;174376.35341586702;118278.53429370826;CARLOS
20250629-21:24:16.203;ACC004;ITUB4;Buy;459;675;123;92.40607731375258;42414.389487012435;62374.10218678299;11365.947509591566;PAULO
20250629-21:24:16.203;ACC001;ITUB4;Buy;385;388;167;122.73684657080459;47253.68592975977;47621.89646947218;20497.053377324366;MARIA
20250629-21:24:16.203;ACC001;BBAS3;Buy;563;326;365;154.58620033308736;87032.03078752819;50395.10130858648;56423.96312157689;JOSE
20250629-21:24:16.203;ACC008;RENT3;Buy;609;384;14;282.5762731110922;172088.95032465513;108509.2888746594;3956.0678235552905;CARLOS
20250629-21:24:16.203;ACC010;MGLU3;Buy;702;523;145;234.26595233423683;164454.69853863426;122521.09307080586;33968.56308846434;PAULO
20250629-21:24:16.203;ACC008;PETR4;Buy;117;311;4;201.3949735660324;23563.211907225792;62633.83677903608;805.5798942641296;PAULO
20250629-21:24:16.203;ACC010;RENT3;Buy;940;520;394;395.741418901666;371996.93376756605;205785.53782886633;155922.11904725642;ANA
20250629-21:24:16.203;ACC002;ITUB4;Buy;73;11;47;373.96071394783814;27299.132118192185;4113.56785342622;17576.153555548393;ANA
20250629-21:24:16.203;ACC002;VALE3;Sell;424;16;289;293.483987752532;124437.21080707357;4695.743804040512;84816.87246048175;MARIA
20250629-21:24:16.203;ACC006;VALE3;Sell;2;41;1;185.10998444079382;370.21996888158765;7589.5093620725465;185.10998444079382;MARIA
20250629-21:24:16.203;ACC010;VALE3;Buy;156;183;151;400.4621841184834;62472.10072248341;73284.57969368246;60469.78980189099;CARLOS
20250629-21:24:16.203;ACC008;MGLU3;Buy;203;33;10;307.6052237029887;62443.86041170671;10150.972382198628;3076.0522370298872;ANA
20250629-21:24:16.203;ACC002;BBAS3;Sell;314;335;125;192.39431862349173;60411.8160477764;64452.09673886973;24049.289827936467;CARLOS
20250629-21:24:16.203;ACC010;BBDC4;Sell;727;441;497;178.60889106959502;129848.66380759557;78766.5209616914;88768.61886158872;PAULO
20250629-21:24:16.203;ACC002;MGLU3;Sell;304;245;103;86.60718962361463;26328.58564557885;21218.761457785586;8920.540531232307;JOSE
20250629-21:24:16.203;ACC006;ABEV3;Buy;527;270;493;228.6107090594501;120477.8436743302;61724.89144605153;112705.0795663089;MARIA
20250629-21:24:16.203;ACC009;PETR4;Buy;331;166;166;157.2326082059617;52043.99331617332;26100.61296218964;26100.61296218964;MARIA
20250629-21:24:16.203;ACC002;ABEV3;Buy;300;250;140;311.4197988306697;93425.93964920091;77854.94970766743;43598.77183629376;MARIA
20250629-21:24:16.203;ACC002;LREN3;Sell;711;751;138;152.46792520510428;108404.69482082914;114503.41182903331;21040.57367830439;CARLOS
20250629-21:24:16.203;ACC001;RENT3;Sell;464;98;114;189.5463768816071;87949.5188730657;18575.544934397498;21608.28696450321;ANA
20250629-21:24:16.203;ACC004;VALE3;Sell;62;49;26;229.55805362469496;14232.599324731087;11248.344627610053;5968.509394242069;PAULO
20250629-21:24:16.203;ACC001;VALE3;Sell;147;95;73;85.94811393814959;12634.37274890799;8165.070824124211;6274.21231748492;CARLOS
20250629-21:24:16.203;ACC009;VALE3;Sell;129;415;126;189.02589785824972;24384.340823714214;78445.74761117363;23817.263130139465;JOSE
20250629-21:24:16.203;ACC003;PETR4;Sell;21;21;5;335.70393565532225;7049.782648761768;7049.782648761768;1678.5196782766113;PAULO
20250629-21:24:16.203;ACC009;PETR4;Buy;254;88;52;261.4845607076045;66417.07841973154;23010.641342269195;13597.197156795433;MARIA
20250629-21:24:16.203;ACC002;BBDC4;Sell;321;467;202;239.70375440911323;76944.90516532534;111941.65330905588;48420.15839064087;ANA
20250629-21:24:16.203;ACC005;MGLU3;Buy;644;722;59;303.1089378589564;195202.15598116792;218844.6531341665;17883.427333678428;CARLOS
20250629-21:24:16.203;ACC007;MGLU3;Sell;106;345;47;276.90519381231707;29351.95054410561;95532.29186524938;13014.544109178902;ANA
20250629-21:24:16.203;ACC008;WEGE3;Buy;58;76;32;109.52586719579236;6352.500297355957;8323.96590688022;3504.8277502653555;ANA
20250629-21:24:16.203;ACC007;ABEV3;Buy;348;26;88;252.10901836723696;87733.93839179847;6554.834477548161;22185.59361631685;CARLOS
20250629-21:24:16.203;ACC001;PETR4;Buy;62;47;11;147.50126408854766;9145.078373489954;6932.55941216174;1622.5139049740242;ANA
20250629-21:24:16.203;ACC004;ITUB4;Sell;16;235;14;392.5426803470789;6280.682885553262;92247.52988156353;5495.597524859104;ANA
20250629-21:24:16.203;ACC008;MGLU3;Sell;756;721;196;354.35917995290157;267895.54004439357;255492.96874604202;69454.39927076871;PAULO
20250629-21:24:16.203;ACC007;ITUB4;Buy;181;532;139;183.8168783844786;33270.854987590625;97790.57930054261;25550.546095442525;JOSE
20250629-21:24:16.203;ACC007;BBDC4;Buy;73;36;11;156.56194451417738;11429.021949534948;5636.230002510386;1722.1813896559513;MARIA
20250629-21:24:16.203;ACC005;VALE3;Buy;40;8;4;99.03296972159328;3961.3187888637312;792.2637577727462;396.1318788863731;PAULO
20250629-21:24:16.204;ACC001;PETR4;Buy;271;665;36;76.31214918064273;20680.59242795418;50747.57920512742;2747.2373705031387;MARIA
20250629-21:24:16.204;ACC001;PETR4;Buy;7;34;6;223.96927524525876;1567.7849267168112;7614.955358338798;1343.8156514715524;MARIA
20250629-21:24:16.204;ACC003;ABEV3;Sell;276;344;23;353.406466220859;97540.18467695708;121571.82437997549;8128.348723079756;MARIA
20250629-21:24:16.204;ACC005;BBAS3;Sell;688;513;412;236.36244233879563;162617.3603290914;121253.93291980216;97381.3262435838;ANA
20250629-21:24:16.204;ACC004;RENT3;Sell;160;655;77;343.8777343146877;55020.43749035003;225239.91597612045;26478.585542230954;ANA
20250629-21:24:16.204;ACC003;ABEV3;Buy;837;265;836;263.32522729477034;220403.21524572276;69781.18523311414;220139.890018428;MARIA
20250629-21:24:16.204;ACC009;MGLU3;Sell;43;257;26;302.20612391494836;12994.863328342779;77666.97384614173;7857.359221788657;MARIA
20250629-21:24:16.204;ACC008;VALE3;Sell;548;951;55;437.90510781827453;239971.99908441445;416447.7575351791;24084.780930005098;ANA
20250629-21:24:16.204;ACC004;ITUB4;Buy;198;192;62;145.06171524287785;28722.219618089814;27851.849326632546;8993.826345058427;JOSE
20250629-21:24:16.204;ACC007;MGLU3;Sell;239;224;71;218.68835066058605;52266.51580788007;48986.19054797127;15526.87289690161;JOSE
20250629-21:24:16.204;ACC002;MGLU3;Sell;345;293;87;226.659864628619;78197.65329687356;66411.34033618537;19719.408222689854;MARIA
20250629-21:24:16.204;ACC010;BBDC4;Sell;127;272;76;110.19224791061156;13994.415484647667;29972.291431686343;8374.610841206479;CARLOS
20250629-21:24:16.204;ACC005;RENT3;Sell;183;185;116;278.86761161465546;51032.77292548195;51590.50814871126;32348.64294730003;JOSE
20250629-21:24:16.204;ACC004;WEGE3;Buy;785;503;777;241.56347873173905;189627.33080441516;121506.42980206474;187694.82297456125;JOSE
20250629-21:24:16.204;ACC008;RENT3;Buy;529;109;29;253.19332675144443;133939.2698515141;27598.072615907444;7342.606475791888;MARIA
20250629-21:24:16.204;ACC002;ITUB4;Buy;622;444;605;256.81347707761586;159737.98274227706;114025.18382246145;155372.1536319576;ANA
20250629-21:24:16.204;ACC001;MGLU3;Sell;384;60;111;221.72350102718102;85141.82439443751;13303.41006163086;24611.308614017093;MARIA
20250629-21:24:16.204;ACC009;BBDC4;Sell;200;151;131;311.4721368189633;62294.42736379266;47032.29265966346;40802.84992328419;MARIA
20250629-21:24:16.204;ACC006;BBAS3;Sell;270;153;140;249.9397476264707;67483.7318591471;38240.781386850016;34991.5646677059;MARIA
20250629-21:24:16.204;ACC008;WEGE3;Sell;104;93;71;318.1290031303275;33085.416325554055;29585.997291120457;22587.15922225325;MARIA
20250629-21:24:16.204;ACC003;BBAS3;Buy;60;613;3;301.1556521899946;18069.339131399676;184608.4147924667;903.4669565699838;JOSE
20250629-21:24:16.204;ACC005;MGLU3;Buy;162;217;135;306.8565056185011;49710.75391019718;66587.86171921474;41425.62825849765;ANA
20250629-21:24:16.204;ACC009;PETR4;Buy;430;434;182;405.0573865672801;174174.67622393044;175794.90577019958;73720.44435524498;JOSE
20250629-21:24:16.204;ACC003;RENT3;Buy;214;302;210;245.9727297614624;52638.16416895296;74283.76438796165;51654.273249907106;PAULO
20250629-21:24:16.204;ACC001;RENT3;Buy;170;160;119;316.513452901331;53807.28699322627;50642.15246421296;37665.10089525839;ANA
20250629-21:24:16.204;ACC006;BBAS3;Sell;5;72;2;54.00155638747554;270.0077819373777;3888.112059898239;108.00311277495108;CARLOS
20250629-21:24:16.204;ACC007;ITUB4;Sell;273;136;160;360.4382215014746;98399.63446990256;49019.598124200544;57670.11544023593;CARLOS
20250629-21:24:16.204;ACC007;LREN3;Sell;287;306;141;270.025877491424;77497.4268400387;82627.91851237575;38073.64872629078;PAULO
20250629-21:24:16.204;ACC001;MGLU3;Buy;263;456;34;324.0504978269629;85225.28092849124;147767.0270090951;11017.716926116738;CARLOS
20250629-21:24:16.204;ACC008;BBAS3;Sell;698;457;543;201.9050863736311;140929.75028879452;92270.6244727494;109634.46190088168;MARIA
20250629-21:24:16.204;ACC004;MGLU3;Sell;318;610;129;229.3625259384495;72937.28324842695;139911.14082245418;29587.765846059985;CARLOS
20250629-21:24:16.204;ACC003;PETR4;Sell;26;569;6;245.04080502318195;6371.060930602731;139428.21805819054;1470.2448301390916;CARLOS
20250629-21:24:16.204;ACC002;BBAS3;Sell;46;310;19;116.1663998827255;5343.654394605373;36011.5839636449;2207.1615977717847;JOSE
20250629-21:24:16.204;ACC001;ITUB4;Sell;117;209;83;238.52529724881126;27907.45977811092;49851.78712500155;19797.599671651333;CARLOS
20250629-21:24:16.204;ACC002;ABEV3;Buy;605;216;113;334.15410272080805;202163.23214608888;72177.28618769454;37759.41360745131;ANA
20250629-21:24:16.204;ACC002;ABEV3;Buy;815;264;234;100.5948097471096;81984.76994389432;26557.029773236933;23539.185480823646;MARIA
20250629-21:24:16.204;ACC002;MGLU3;Buy;480;136;74;172.11402592629543;82614.7324446218;23407.50752597618;12736.437918545862;CARLOS
20250629-21:24:16.204;ACC002;ABEV3;Buy;369;754;137;131.33564508897655;48462.85303783235;99027.07639708831;17992.983377189787;PAULO
20250629-21:24:16.205;ACC007;WEGE3;Sell;902;603;244;297.3907703049348;268246.4748150512;179326.63449387567;72563.34795440409;PAULO
20250629-21:24:16.205;ACC007;MGLU3;Buy;478;2;321;342.55342145499463;163740.53545548744;685.1068429099893;109959.64828705328;PAULO
20250629-21:24:16.205;ACC007;ITUB4;Sell;3;217;2;364.9769870666436;1094.9309611999306;79200.00619346165;729.9539741332871;CARLOS
20250629-21:24:16.205;ACC010;VALE3;Buy;708;775;494;192.61659004699322;136372.5457532712;149277.85728641975;95152.59548321465;CARLOS
20250629-21:24:16.205;ACC002;BBDC4;Buy;293;224;217;202.72487437929288;59398.388193132814;45410.371860961604;43991.29774030655;MARIA
20250629-21:24:16.205;ACC010;ITUB4;Buy;183;141;25;207.92305197235646;38049.918510941236;29317.15032810226;5198.076299308912;MARIA
20250629-21:24:16.205;ACC008;LREN3;Buy;604;91;490;182.22180683711525;110061.97132961762;16582.184422177488;89288.68535018647;PAULO
20250629-21:24:16.205;ACC009;ABEV3;Sell;427;554;44;262.4140472766866;112050.79818714516;145377.38219128436;11546.218080174209;PAULO
20250629-21:24:16.205;ACC001;WEGE3;Buy;138;18;124;293.8684570738093;40553.84707618568;5289.632227328567;36439.68867715235;PAULO
20250629-21:24:16.205;ACC002;PETR4;Sell;671;136;98;262.2726242918206;175984.93089981162;35669.0769036876;25702.717180598418;PAULO
20250629-21:24:16.205;ACC009;ITUB4;Buy;9;50;6;419.62973627036695;3776.6676264333028;20981.486813518346;2517.7784176222017;ANA
20250629-21:24:16.205;ACC001;BBAS3;Sell;462;920;89;159.59405042928478;73732.45129832957;146826.526394942;14203.870488206345;CARLOS
20250629-21:24:16.205;ACC010;VALE3;Sell;306;137;238;212.79775069616227;65116.11171302565;29153.29184537423;50645.86466568662;ANA
20250629-21:24:16.205;ACC007;ABEV3;Buy;90;119;45;181.4037628062773;16326.338652564958;21587.047773947;8163.169326282479;MARIA
20250629-21:24:16.205;ACC009;BBDC4;Buy;88;110;43;305.91268658131116;26920.31641915538;33650.39552394423;13154.24552299638;PAULO
20250629-21:24:16.205;ACC007;LREN3;Sell;25;64;4;288.92349499486835;7223.087374871709;18491.103679671574;1155.6939799794734;MARIA
20250629-21:24:16.205;ACC003;PETR4;Buy;643;443;535;125.73179253363685;80845.5425991285;55699.18409240113;67266.50900549571;CARLOS
20250629-21:24:16.205;ACC004;VALE3;Sell;148;190;114;466.44945298576556;69034.5190418933;88625.39606729546;53175.23764037727;PAULO
20250629-21:24:16.205;ACC006;ABEV3;Sell;496;563;115;307.8180915125663;152677.77339023288;173301.58552157483;35399.08052394512;PAULO
20250629-21:24:16.205;ACC010;WEGE3;Buy;396;276;4;189.60654582564123;75084.19214695392;52331.40664787698;758.4261833025649;MARIA
20250629-21:24:16.205;ACC002;PETR4;Buy;251;500;200;327.93972178361275;82312.87016768681;163969.86089180637;65587.94435672255;CARLOS
20250629-21:24:16.205;ACC001;RENT3;Buy;566;357;217;304.08065717641193;172109.65196184916;108556.79461197906;65985.50260728139;MARIA
20250629-21:24:16.205;ACC009;VALE3;Buy;57;227;41;408.02736354014087;23257.559721788028;92622.21152361197;16729.121905145774;PAULO
20250629-21:24:16.205;ACC001;BBAS3;Sell;88;365;6;283.2064154791205;24922.164562162605;103370.34164987897;1699.2384928747229;JOSE
20250629-21:24:16.205;ACC005;ITUB4;Buy;282;58;176;205.93149673879856;58072.68208034119;11944.026810850317;36243.94342602855;ANA
20250629-21:24:16.205;ACC007;BBDC4;Sell;304;529;88;76.00063788163322;23104.1939160165;40204.33743938398;6688.056133583724;MARIA
20250629-21:24:16.205;ACC008;VALE3;Buy;77;2;21;185.6525771054084;14295.248437116446;371.3051542108168;3898.704119213576;JOSE
20250629-21:24:16.205;ACC002;PETR4;Buy;234;127;97;196.38219994002657;45953.434785966216;24940.539392383373;19049.07339418258;CARLOS
20250629-21:24:16.205;ACC002;MGLU3;Buy;654;889;82;253.08676122636365;165518.74184204184;224994.1307302373;20753.11442056182;PAULO
20250629-21:24:16.205;ACC004;BBDC4;Sell;36;133;4;484.40676361590687;17438.643490172646;64426.099560915616;1937.6270544636275;JOSE
20250629-21:24:16.205;ACC010;ITUB4;Sell;69;337;23;291.63610513443945;20122.89125427632;98281.3674303061;6707.630418092107;PAULO
20250629-21:24:16.205;ACC008;PETR4;Sell;162;35;1;141.37048931132438;22902.01926843455;4947.9671258963535;141.37048931132438;MARIA
20250629-21:24:16.205;ACC005;RENT3;Sell;457;606;378;177.27647064962372;81015.34708687804;107429.54121367197;67010.50590555776;PAULO
20250629-21:24:16.205;ACC007;VALE3;Buy;139;259;134;182.59932964424814;25381.306820550493;47293.22637786027;24468.310172329253;JOSE
20250629-21:24:16.205;ACC006;WEGE3;Sell;621;516;397;378.8579734389883;235270.80150561174;195490.71429451797;150406.61545527837;ANA
20250629-21:24:16.205;ACC008;BBAS3;Buy;72;139;3;199.6413852714306;14374.179739543004;27750.152552728854;598.9241558142918;CARLOS
20250629-21:24:16.205;ACC007;VALE3;Sell;216;44;170;226.5320248853541;48930.91737523649;9967.409094955581;38510.4442305102;JOSE
20250629-21:24:16.205;ACC005;BBDC4;Buy;124;139;22;292.4171979039752;36259.732540092926;40645.990508652554;6433.178353887454;MARIA
20250629-21:24:16.205;ACC008;RENT3;Buy;118;392;106;184.25544021313124;21742.141945149488;72228.13256354745;19531.07666259191;JOSE
20250629-21:24:16.205;ACC006;RENT3;Sell;588;248;327;316.6586866974502;186195.30777810072;78531.35430096765;103547.39055006622;MARIA
20250629-21:24:16.205;ACC001;LREN3;Buy;148;112;44;241.31656584558564;35714.851745146676;27027.45537470559;10617.928897205767;JOSE
20250629-21:24:16.205;ACC009;VALE3;Buy;87;86;13;302.67993810406364;26333.154615053536;26030.474676949474;3934.839195352827;ANA
20250629-21:24:16.205;ACC003;RENT3;Sell;351;402;288;292.75964918789737;102758.63686495197;117689.37897353474;84314.77896611445;ANA
20250629-21:24:16.205;ACC002;BBDC4;Sell;315;278;21;18.17383874361335;5724.759204238205;5052.327170724511;381.65061361588033;ANA
20250629-21:24:16.205;ACC004;WEGE3;Sell;78;117;30;374.45313584597375;29207.344595985953;43811.01689397893;11233.594075379213;CARLOS
20250629-21:24:16.205;ACC003;BBAS3;Sell;216;111;148;345.31603334689623;74588.2632029296;38330.079701505485;51106.77293534064;MARIA
20250629-21:24:16.205;ACC004;BBDC4;Sell;712;553;325;215.35398413377726;153332.0367032494;119090.75322597883;69990.0448434776;JOSE
20250629-21:24:16.205;ACC009;WEGE3;Buy;95;37;73;165.9834140763447;15768.424337252747;6141.386320824754;12116.789227573163;PAULO
20250629-21:24:16.205;ACC009;ABEV3;Buy;58;131;38;437.264387446656;25361.334471906048;57281.634755511936;16616.046722972926;ANA
20250629-21:24:16.205;ACC002;PETR4;Sell;434;527;138;223.3570294100721;96936.9507639713;117709.154499108;30823.27005858995;PAULO
20250629-21:24:16.207;ACC005;VALE3;Buy;196;191;171;356.0588126389333;69787.52727723093;68007.23321403627;60886.0569612576;CARLOS
20250629-21:24:16.207;ACC003;ABEV3;Sell;68;281;21;128.5797836184722;8743.425286056108;36130.91919679069;2700.175455987916;ANA
20250629-21:24:16.207;ACC003;MGLU3;Sell;86;39;29;342.97852630455134;29496.153262191416;13376.162525877502;9946.37726283199;JOSE
20250629-21:24:16.207;ACC004;BBAS3;Sell;899;602;360;387.4771764299419;348341.9816105178;233261.260210825;139491.7835147791;ANA
20250629-21:24:16.207;ACC005;PETR4;Buy;513;270;458;110.14728701162457;56505.55823696341;29739.767493138635;50447.45745132405;ANA
20250629-21:24:16.207;ACC008;BBDC4;Sell;45;343;39;279.6246578851803;12583.109604833113;95911.25765461684;10905.361657522031;CARLOS
20250629-21:24:16.207;ACC007;MGLU3;Buy;177;104;49;320.9561667506625;56809.24151486726;33379.441342068894;15726.852170782462;CARLOS
20250629-21:24:16.207;ACC010;BBDC4;Sell;543;726;106;135.25824863295676;73445.22900769553;98197.4885075266;14337.374355093418;CARLOS
20250629-21:24:16.207;ACC007;BBAS3;Sell;234;100;56;138.3969522980081;32384.886837733895;13839.695229800811;7750.229328688454;JOSE
20250629-21:24:16.207;ACC001;ABEV3;Buy;294;191;147;259.67517086735165;76344.50023500138;49597.95763566416;38172.25011750069;JOSE
20250629-21:24:16.207;ACC004;ABEV3;Buy;173;155;137;432.79284004388614;74873.1613275923;67082.89020680235;59292.619086012404;MARIA
20250629-21:24:16.207;ACC010;BBAS3;Buy;649;694;231;189.85938291925606;123218.73951459718;131762.4117459637;43857.51745434815;MARIA
20250629-21:24:16.207;ACC009;VALE3;Sell;544;288;349;79.68175989892424;43346.877385014785;22948.346850890182;27808.93420472456;MARIA
20250629-21:24:16.207;ACC001;ITUB4;Sell;368;200;336;219.09224595745513;80625.9465123435;43818.449191491025;73614.99464170492;CARLOS
